MONTH,RAIN,TMAX,TMIN,WIND,SNOW,FRESHNESS
8,N,222,89,21,N,0
8,N,233,83,10,N,0
8,Y,250,144,10,N,0
8,N,261,139,26,N,0
8,N,283,150,11,N,0
8,N,283,144,3,N,0
8,N,300,156,9,N,0
8,N,311,172,14,N,0
8,N,239,178,15,N,0
8,N,278,161,17,N,0
8,N,294,139,20,N,0
8,N,306,139,12,N,0
8,N,328,161,16,N,0
8,N,328,200,26,N,0
8,N,333,222,37,N,0
8,N,317,211,18,N,0
8,Y,339,189,15,N,0
8,N,306,183,18,N,0
9,N,250,189,15,N,0
9,N,283,167,30,N,0
9,N,244,111,13,N,0
9,N,289,100,16,N,0
9,N,283,144,13,N,0
9,N,294,139,19,N,0
9,N,311,161,17,N,0
9,N,311,189,19,N,0
9,N,339,183,27,N,0
9,N,356,217,18,N,0
9,N,356,217,29,N,0
9,Y,289,156,34,N,0
9,N,200,100,38,N,0
9,N,217,50,9,N,0
9,Y,239,83,13,N,0
9,N,194,100,31,N,0
9,N,233,89,31,N,0
9,N,278,139,18,N,0
9,Y,289,178,32,N,0
9,Y,239,150,29,N,0
9,N,211,100,32,N,0
9,N,206,67,19,N,0
9,N,228,67,27,N,0
9,N,239,83,38,N,0
9,N,250,111,25,N,0
9,N,256,89,16,N,0
9,N,267,94,14,N,0
9,N,278,100,27,N,0
9,Y,222,122,24,N,0
9,N,239,100,12,N,0
10,N,256,150,20,N,0
10,N,244,156,6,N,0
10,Y,272,178,27,N,0
10,N,283,183,21,N,0
10,Y,261,183,26,N,0
10,Y,189,78,37,N,0
10,Y,183,67,26,N,0
10,N,228,72,10,N,0
10,N,222,67,13,N,0
10,N,244,72,6,N,0
10,N,244,72,10,N,0
10,N,250,100,23,N,0
10,N,206,72,21,N,0
10,N,194,22,17,N,0
10,N,183,89,30,N,0
10,Y,161,61,29,N,0
10,Y,122,44,15,N,0
10,N,156,39,25,N,0
10,Y,122,44,29,N,0
10,N,178,33,40,N,0
10,N,128,0,35,N,0
10,Y,94,-38,21,N,0
10,Y,78,0,35,N,0
10,N,56,?,32,N,0
10,N,94,-16,26,N,0
10,N,133,-5,42,N,0
10,N,128,-38,10,N,0
10,N,150,-21,3,N,0
10,Y,133,6,21,N,0
10,Y,178,94,25,N,0
10,Y,183,94,52,N,0
11,Y,106,61,42,N,0
11,Y,100,28,30,N,0
11,N,111,-16,16,N,0
11,N,139,39,35,N,0
11,Y,133,83,29,N,0
11,Y,150,22,48,N,0
11,N,83,-21,37,N,0
11,N,100,-43,17,N,0
11,N,161,50,51,N,0
11,N,89,-5,28,N,0
11,Y,100,-10,35,N,0
11,N,6,-60,36,N,0
11,N,33,-88,29,N,0
11,N,111,-16,46,N,0
11,N,122,44,33,N,0
11,Y,172,39,41,N,0
11,Y,?,?,55,N,0
11,N,?,?,?,N,0
11,N,56,?,?,N,0
11,N,78,-38,36,N,0
11,Y,89,61,23,N,0
11,Y,89,-27,40,N,0
11,N,-21,-88,47,N,0
11,N,-38,-116,25,N,0
11,N,0,-82,36,N,0
11,N,28,-21,26,N,0
11,N,-16,-99,41,N,0
11,N,22,-77,33,N,0
11,N,28,-105,13,N,0
11,N,100,-27,24,N,0
12,N,89,-21,15,N,0
12,Y,61,-10,34,N,0
12,N,94,22,28,N,0
12,N,161,50,37,N,0
12,N,128,-49,58,N,0
12,N,-38,-93,38,N,0
12,N,-38,-127,33,N,0
12,Y,-27,-82,47,N,0
12,N,-38,-93,59,Y,0
12,N,-32,-155,45,N,0
12,N,-38,-155,29,N,0
12,N,-32,-177,35,N,0
12,Y,28,-93,24,N,0
12,Y,0,-32,44,Y,0
12,N,-21,-110,55,Y,0
12,Y,-49,-99,27,Y,0
12,N,-21,-82,43,N,0
12,N,39,-121,37,N,0
12,N,72,28,25,N,0
12,Y,133,33,33,N,0
12,Y,28,0,38,N,0
12,Y,22,-16,46,N,0
12,N,-16,-127,58,N,0
12,N,-71,-166,36,N,0
12,N,-16,-71,41,N,0
12,N,17,-77,47,N,0
12,N,67,-27,31,N,0
12,N,106,6,34,N,0
12,N,39,-55,45,N,0
12,N,-55,-110,36,N,0
12,N,-43,-110,35,Y,0
1,Y,-16,-71,46,N,0
1,Y,-71,-138,53,Y,0
1,N,-77,-227,27,Y,0
1,N,17,-82,46,N,0
1,Y,11,-105,46,Y,0
1,N,?,?,?,Y,0
1,N,-127,-255,35,N,0
1,N,-77,-149,15,N,0
1,Y,-5,-93,33,N,0
1,Y,56,-5,37,N,0
1,Y,56,-5,48,N,0
1,N,67,-16,46,N,0
1,N,100,-21,49,N,0
1,Y,33,-60,50,N,0
1,N,-32,-82,49,N,0
1,Y,-5,-82,45,N,0
1,Y,-21,-116,50,Y,0
1,Y,-55,-127,33,Y,0
1,N,22,-116,53,Y,0
1,N,33,-32,?,N,0
1,Y,-32,-193,?,Y,0
1,N,-82,-221,33,N,0
1,N,-143,-205,60,N,0
1,N,-55,-221,55,N,0
1,Y,-5,-143,84,N,0
1,Y,44,-143,55,N,0
1,N,-77,-216,77,N,0
1,N,-127,-249,22,N,0
1,N,-38,-182,37,N,0
1,N,6,-82,56,N,0
1,Y,6,-55,24,N,0
2,Y,33,-32,31,N,0
2,N,-10,-88,36,Y,0
2,N,-38,-138,19,N,0
2,Y,-60,-105,47,N,0
2,Y,-32,-82,58,Y,0
2,N,-82,-210,38,N,0
2,N,-116,-238,19,N,0
2,Y,-66,-188,10,N,0
2,Y,-66,-143,36,N,0
2,N,-132,-232,21,N,0
2,N,-88,-271,12,N,0
2,N,-38,-232,17,N,0
2,N,11,-193,25,N,0
2,Y,0,-121,35,N,0
2,Y,-71,-193,22,N,0
2,N,-49,-116,31,N,0
2,Y,22,-116,62,N,0
2,N,83,-49,45,N,0
2,N,67,-5,33,N,0
2,Y,150,-10,61,N,0
2,N,44,0,63,N,0
2,Y,56,-32,26,N,0
2,Y,-16,-60,37,N,0
2,N,-27,-93,47,N,0
2,N,-43,-116,51,N,0
2,N,-82,-160,49,N,0
2,N,-66,-149,60,N,0
2,N,17,-155,39,N,0
3,N,33,-66,33,N,0
3,Y,-66,-127,53,Y,0
3,N,-88,-166,39,N,0
3,N,-16,-138,24,N,0
3,N,-32,-88,57,N,0
3,N,17,-88,44,N,0
3,N,111,-88,17,N,0
3,N,50,-49,38,N,0
3,N,61,-82,31,N,0
3,N,139,28,39,N,0
3,N,178,0,24,N,0
3,Y,44,-88,73,N,0
3,N,22,-116,26,Y,0
3,N,139,22,53,N,0
3,N,94,-5,37,N,0
3,N,-5,-71,77,N,0
3,N,28,-93,40,N,0
3,N,106,-55,40,N,0
3,Y,100,11,66,N,0
3,N,106,-27,37,N,0
3,N,183,11,43,N,0
3,N,94,-10,47,N,0
3,N,17,-60,41,N,0
3,N,22,-82,21,N,0
3,N,6,-43,52,N,0
3,N,44,-99,28,N,0
3,Y,111,11,52,N,0
3,Y,106,22,51,N,0
3,Y,39,-21,45,N,0
3,N,128,-66,13,N,0
3,N,200,-5,43,N,0
4,N,144,44,61,N,0
4,Y,122,50,34,N,0
4,Y,94,44,57,N,0
4,Y,128,22,74,N,0
4,N,106,-5,26,N,0
4,N,128,-16,28,N,0
4,Y,100,39,45,N,0
4,N,133,17,25,N,0
4,N,156,-10,24,N,0
4,N,217,83,45,N,0
4,Y,194,50,16,N,0
4,N,250,44,43,N,0
4,Y,217,161,55,N,0
4,Y,178,-5,65,N,0
4,Y,33,-27,43,N,0
4,N,106,-38,45,N,0
4,N,189,6,34,N,0
4,N,194,56,28,N,0
4,N,194,17,46,N,0
4,N,239,44,19,N,0
4,Y,233,89,27,N,0
4,Y,150,44,56,N,0
4,N,150,-5,27,N,0
4,Y,183,89,56,N,0
4,Y,206,106,44,N,0
4,N,211,67,37,N,0
4,N,217,67,83,N,0
4,Y,183,83,68,N,0
4,Y,228,89,43,N,0
4,N,139,61,37,N,0
5,N,94,61,49,N,0
5,N,122,72,42,N,0
5,N,200,78,52,N,0
5,N,172,94,39,N,0
5,N,194,72,57,N,0
5,N,228,67,62,N,0
5,N,300,117,42,N,0
5,N,306,189,51,N,0
5,Y,256,133,46,N,0
5,N,228,94,17,N,0
5,Y,283,122,41,N,0
5,Y,272,167,43,N,0
5,Y,228,111,38,N,0
5,Y,117,78,43,N,0
5,Y,111,56,50,N,0
5,Y,106,33,31,N,0
5,Y,133,33,21,N,0
5,N,178,17,10,N,0
5,N,211,44,35,N,0
5,N,272,156,42,N,0
5,Y,294,189,38,N,0
5,N,228,122,29,N,0
5,N,233,83,24,N,0
5,N,244,61,8,N,0
5,N,272,111,14,N,0
5,N,300,133,23,N,0
5,N,289,189,30,N,0
5,N,283,172,18,N,0
5,N,283,183,34,N,0
5,N,278,161,41,N,0
5,N,294,144,24,N,0
6,Y,311,150,31,N,0
6,Y,256,206,46,N,0
6,N,306,156,39,N,0
6,Y,233,139,35,N,0
6,N,244,106,15,N,0
6,N,267,106,9,N,0
6,Y,272,117,29,N,0
6,Y,244,144,56,N,0
6,N,267,122,26,N,0
6,Y,217,172,47,N,0
6,Y,261,172,34,N,0
6,N,272,167,36,N,0
6,N,228,117,37,N,0
6,N,244,83,18,N,0
6,N,289,111,36,N,0
6,N,306,206,24,N,0
6,N,317,228,47,N,0
6,Y,317,189,32,N,0
6,Y,311,189,22,N,0
6,N,294,194,23,N,0
6,Y,294,172,19,N,0
6,N,300,172,11,N,0
6,Y,311,189,26,N,0
6,Y,250,200,11,N,0
6,Y,289,178,19,N,0
6,N,294,167,20,N,0
6,N,306,189,26,N,0
6,N,289,206,25,N,0
6,N,289,222,40,N,0
6,Y,300,211,35,N,0
7,Y,289,178,31,N,0
7,Y,244,156,35,N,0
7,Y,233,133,33,N,0
7,N,261,94,13,N,0
7,N,261,117,17,N,0
7,Y,283,161,31,N,0
7,Y,300,222,37,N,0
7,Y,278,183,47,N,0
7,N,267,156,31,N,0
7,N,256,133,22,N,0
7,N,278,122,10,N,0
7,Y,256,200,29,N,0
7,Y,283,189,33,N,0
7,Y,272,156,18,N,0
7,N,211,111,39,N,0
7,N,228,100,21,N,0
7,N,244,100,5,N,0
7,N,250,128,18,N,0
7,N,256,122,11,N,0
7,N,272,144,5,N,0
7,N,283,144,8,N,0
7,N,300,161,21,N,0
7,Y,256,139,38,N,0
7,N,244,122,20,N,0
7,N,239,106,20,N,0
7,Y,278,183,21,N,0
7,Y,294,172,35,N,0
7,N,211,100,49,N,0
7,Y,256,100,21,N,0
7,N,261,139,20,N,0
7,N,267,133,14,N,0
8,Y,283,133,10,N,0
8,N,272,144,15,N,0
8,N,289,133,11,N,0
8,N,283,156,9,N,0
8,N,261,178,5,N,0
8,N,261,161,14,N,0
8,N,256,150,37,N,0
8,N,278,172,38,N,0
8,N,272,172,50,N,0
8,Y,272,194,23,N,0
8,Y,256,200,20,N,0
8,Y,200,156,39,N,0
8,N,261,128,28,N,0
8,N,244,117,25,N,0
8,N,239,67,8,N,0
8,Y,239,133,14,N,0
8,Y,250,178,29,N,0
8,N,278,178,17,N,0
8,Y,278,161,21,N,0
8,N,278,156,16,N,0
8,Y,300,206,22,N,0
8,Y,283,211,17,N,0
8,Y,300,194,21,N,0
8,N,306,206,17,N,0
8,Y,317,211,15,N,0
8,Y,306,183,17,N,0
8,Y,289,183,20,N,0
8,N,278,172,29,N,0
8,Y,300,194,27,N,0
8,N,278,217,37,N,0
8,Y,283,194,21,N,0
9,N,283,200,36,N,0
9,Y,256,183,19,N,0
9,N,278,156,9,N,0
9,N,294,178,23,N,0
9,Y,333,200,33,N,0
9,Y,228,111,33,N,0
9,N,239,89,13,N,0
9,N,250,111,10,N,0
9,Y,256,128,19,N,0
9,Y,250,172,48,N,0
9,N,172,111,39,N,0
9,Y,139,89,32,N,0
9,Y,167,56,34,N,0
9,N,189,44,7,N,0
9,Y,144,78,9,N,0
9,N,189,83,14,N,0
9,N,200,56,6,N,0
9,N,217,67,22,N,0
9,N,228,89,20,N,0
9,Y,272,106,27,N,0
9,N,206,111,47,N,0
9,N,189,56,15,N,0
9,N,217,56,8,N,0
9,N,233,78,16,N,0
9,N,256,100,6,N,0
9,N,272,100,13,N,0
9,N,261,111,20,N,0
9,N,272,106,2,N,0
9,N,272,89,10,N,0
9,N,206,89,37,N,0
10,N,239,61,30,N,0
10,Y,250,167,35,N,0
10,Y,189,67,54,N,0
10,N,78,33,56,N,0
10,Y,133,28,26,N,0
10,Y,183,50,30,N,0
10,Y,189,61,24,N,0
10,N,183,56,30,N,0
10,Y,139,67,13,N,0
10,N,122,72,34,N,0
10,N,144,39,29,N,0
10,Y,167,28,35,N,0
10,Y,233,150,38,N,0
10,Y,183,122,41,N,0
10,Y,144,117,14,N,0
10,N,150,106,31,N,0
10,N,172,100,51,N,0
10,Y,117,50,39,N,0
10,N,133,6,25,N,0
10,N,194,83,36,N,0
10,N,133,44,35,N,0
10,N,139,6,15,N,0
10,N,144,11,11,N,0
10,Y,189,56,13,N,0
10,N,228,83,32,N,0
10,N,194,11,10,N,0
10,N,256,100,43,N,0
10,Y,200,72,47,N,0
10,N,83,28,31,N,0
10,N,111,-10,8,N,0
10,Y,67,0,59,N,0
11,N,61,-32,37,N,0
11,N,100,-60,19,N,0
11,N,178,67,47,N,0
11,Y,133,50,38,N,0
11,N,156,17,18,N,0
11,Y,78,33,56,N,0
11,N,72,6,30,N,0
11,N,78,17,38,N,0
11,N,100,-21,27,N,0
11,N,167,61,38,N,0
11,Y,133,6,57,N,0
11,N,6,-43,45,N,0
11,N,-27,-60,45,N,0
11,N,-27,-93,26,N,0
11,N,6,-99,8,N,0
11,Y,6,-27,15,N,0
11,N,-16,-110,67,N,0
11,N,-82,-138,57,N,0
11,N,17,-105,63,N,0
11,N,-10,-77,50,N,0
11,N,0,-132,26,N,0
11,Y,128,0,35,N,0
11,Y,128,83,30,N,0
11,Y,128,0,73,N,0
11,N,0,-38,38,N,0
11,N,-5,-43,26,N,0
11,N,-21,-71,43,N,0
11,N,6,-93,31,N,0
11,N,122,-5,43,N,0
11,Y,167,11,57,N,0
12,N,17,-55,55,N,0
12,N,0,-55,35,N,0
12,N,44,-60,31,N,0
12,N,22,-66,21,N,0
12,Y,44,6,29,N,0
12,Y,56,-21,49,N,0
12,N,28,-43,45,N,0
12,Y,33,-21,23,N,0
12,N,50,0,44,N,0
12,N,11,-5,33,N,0
12,N,11,-43,34,N,0
12,N,6,-71,27,N,0
12,N,83,6,19,N,0
12,N,89,56,26,N,0
12,Y,72,50,39,N,0
12,Y,72,-10,61,N,0
12,N,-10,-49,46,N,0
12,N,-27,-60,13,N,0
12,N,-16,-82,4,N,0
12,N,6,-27,5,N,0
12,N,33,-38,26,N,0
12,Y,67,-32,41,N,0
12,Y,106,56,25,N,0
12,Y,61,17,39,N,0
12,N,50,11,46,N,0
12,N,106,6,32,Y,0
12,Y,89,0,41,N,0
12,N,-5,-71,23,N,0
12,N,22,-88,18,N,0
12,N,-38,-105,33,N,0
12,N,-55,-138,43,N,0
1,N,-10,-82,50,N,0
1,N,22,-71,12,Y,0
1,Y,44,6,19,Y,0
1,Y,17,-121,71,N,0
1,N,-116,-177,44,N,0
1,N,-99,-143,40,Y,0
1,N,-116,-221,70,N,0
1,N,-66,-232,52,N,0
1,N,-60,-177,75,N,0
1,N,-43,-216,32,N,0
1,Y,-5,-43,28,N,0
1,Y,0,-82,39,Y,0
1,N,-82,-155,44,Y,0
1,N,-93,-210,8,N,0
1,N,6,-155,22,N,0
1,N,17,-93,16,N,0
1,N,78,-43,36,N,0
1,N,44,-38,46,N,0
1,N,61,-66,7,N,0
1,N,67,-27,22,N,0
1,N,33,-5,34,N,0
1,N,6,-38,10,N,0
1,N,6,-32,17,N,0
1,N,61,-43,28,N,0
1,Y,17,-38,43,N,0
1,N,-21,-93,15,N,0
1,N,-16,-77,19,N,0
1,N,28,-99,35,N,0
1,N,56,0,51,N,0
1,N,6,-77,33,N,0
1,Y,28,-77,25,N,0
2,Y,6,-77,38,Y,0
2,N,-77,-132,46,Y,0
2,N,17,-121,31,N,0
2,Y,17,-116,49,N,0
2,N,-82,-182,21,Y,0
2,N,6,-171,24,N,0
2,N,89,-38,31,N,0
2,N,111,0,43,N,0
2,N,0,-49,50,N,0
2,N,11,-82,31,N,0
2,N,17,-55,49,N,0
2,N,-55,-116,65,N,0
2,N,-21,-143,35,N,0
2,N,-10,-155,75,N,0
2,N,-82,-166,44,N,0
2,N,-82,-143,32,N,0
2,N,-21,-155,37,N,0
2,N,-93,-177,66,N,0
2,N,-132,-199,50,N,0
2,N,-71,-210,37,N,0
2,Y,-10,-77,13,Y,0
2,N,-27,-116,45,Y,0
2,N,-82,-171,27,N,0
2,N,-27,-193,47,N,0
2,N,0,-127,31,N,0
2,N,-60,-138,39,Y,0
2,N,-88,-205,21,Y,0
2,Y,-38,-182,28,N,0
3,Y,-32,-93,18,Y,0
3,N,-5,-138,14,N,0
3,Y,39,-43,42,N,0
3,N,6,-88,52,N,0
3,N,-77,-171,32,N,0
3,N,-21,-210,27,N,0
3,N,61,-49,43,N,0
3,N,72,-60,14,N,0
3,N,100,-32,15,N,0
3,N,89,22,12,N,0
3,N,150,-10,23,N,0
3,N,133,-43,47,N,0
3,Y,83,22,17,N,0
3,N,144,33,33,N,0
3,N,167,-38,31,N,0
3,N,222,94,44,N,0
3,N,144,-38,62,N,0
3,N,78,-43,10,N,0
3,Y,89,17,43,N,0
3,N,83,22,24,N,0
3,N,139,22,42,N,0
3,N,83,-10,49,N,0
3,Y,22,-21,67,N,0
3,N,72,-55,59,N,0
3,Y,100,50,43,N,0
3,Y,78,-5,43,N,0
3,N,6,-66,46,N,0
3,N,33,-93,17,N,0
3,Y,89,-38,47,N,0
3,N,167,0,38,N,0
3,N,144,50,50,N,0
4,N,206,22,28,N,0
4,Y,200,72,36,N,0
4,N,139,22,40,N,0
4,N,139,-43,36,N,0
4,N,178,28,35,N,0
4,N,161,44,32,N,0
4,N,178,78,32,N,0
4,Y,228,78,33,N,0
4,Y,244,144,54,N,0
4,N,206,50,82,N,0
4,N,156,-5,13,N,0
4,N,194,50,30,N,0
4,Y,194,94,36,N,0
4,N,178,78,38,N,0
4,N,200,67,71,N,0
4,Y,161,83,24,N,0
4,N,239,78,8,N,0
4,N,250,83,13,N,0
4,Y,156,106,52,N,0
4,N,139,56,63,N,0
4,N,150,33,64,N,0
4,Y,100,0,56,N,0
4,N,122,-10,38,N,0
4,N,161,-27,21,N,0
4,Y,111,61,64,N,0
4,N,139,28,47,N,0
4,N,133,6,50,N,0
4,N,161,0,14,N,0
4,N,189,22,33,N,0
4,N,128,33,41,N,0
5,N,217,-5,18,N,0
5,N,233,67,16,N,0
5,N,256,100,27,N,0
5,Y,217,139,22,N,0
5,N,283,150,27,N,0
5,N,283,122,16,N,0
5,N,294,133,30,N,0
5,N,289,156,29,N,0
5,Y,250,178,27,N,0
5,Y,261,167,25,N,0
5,Y,217,128,34,N,0
5,N,144,56,47,N,0
5,N,172,28,27,N,0
5,Y,206,78,36,N,0
5,Y,278,133,28,N,0
5,Y,244,167,25,N,0
5,N,256,178,41,N,0
5,N,278,128,41,N,0
5,N,156,61,42,N,0
5,Y,106,44,36,N,0
5,Y,183,67,30,N,0
5,N,239,67,26,N,0
5,N,261,94,24,N,0
5,N,278,122,37,N,0
5,N,267,200,55,N,0
5,Y,256,178,38,N,0
5,Y,256,156,42,N,0
5,N,278,106,22,N,0
5,N,294,172,31,N,0
5,Y,256,122,22,N,0
5,Y,150,117,50,N,0
6,N,178,106,41,N,0
6,N,211,78,26,N,0
6,N,233,78,13,N,0
6,N,267,100,13,N,0
6,N,278,128,34,N,0
6,N,239,122,26,N,0
6,Y,306,150,35,N,0
6,Y,272,161,43,N,0
6,N,283,133,18,N,0
6,N,317,189,36,N,0
6,N,317,206,25,N,0
6,Y,311,206,32,N,0
6,Y,306,194,19,N,0
6,Y,283,222,32,N,0
6,Y,300,211,35,N,0
6,Y,267,189,31,N,0
6,Y,250,161,22,N,0
6,Y,289,200,26,N,0
6,Y,217,189,36,N,0
6,N,250,194,34,N,0
6,Y,283,178,28,N,0
6,N,289,189,36,N,0
6,N,267,167,33,N,0
6,N,250,150,9,N,0
6,Y,261,189,26,N,0
6,Y,222,167,37,N,0
6,Y,228,128,51,N,0
6,Y,256,106,20,N,0
6,Y,239,167,16,N,0
6,Y,267,156,30,N,0
7,N,239,133,23,N,0
7,N,250,139,41,N,0
7,N,244,161,31,N,0
7,N,261,128,8,N,0
7,N,278,144,7,N,0
7,N,289,172,25,N,0
7,Y,244,117,38,N,0
7,Y,189,106,13,N,0
7,Y,228,178,34,N,0
7,N,244,156,10,N,0
7,Y,256,133,15,N,0
7,Y,283,194,27,N,0
7,Y,289,189,31,N,0
7,N,289,178,39,N,0
7,N,261,156,25,N,0
7,N,267,161,26,N,0
7,Y,306,189,33,N,0
7,N,322,194,25,N,0
7,Y,289,217,24,N,0
7,Y,283,194,15,N,0
7,N,267,156,29,N,0
7,N,267,133,9,N,0
7,N,278,161,13,N,0
7,N,289,161,10,N,0
7,Y,294,178,17,N,0
7,Y,289,194,13,N,0
7,N,289,194,24,N,0
7,N,322,206,13,N,0
7,N,300,178,20,N,0
7,N,294,150,26,N,0
7,N,300,161,29,N,0
8,N,283,139,20,N,0
8,N,317,167,32,N,0
8,Y,289,156,27,N,0
8,N,267,128,18,N,0
8,N,278,144,22,N,0
8,Y,250,150,44,N,0
8,N,272,128,16,N,0
8,N,283,150,11,N,0
8,Y,250,200,11,N,0
8,Y,289,183,27,N,0
8,N,289,156,28,N,0
8,N,278,128,22,N,0
8,N,289,128,10,N,0
8,N,300,167,18,N,0
8,Y,294,161,17,N,0
8,N,311,189,12,N,0
8,Y,306,183,16,N,0
8,Y,278,189,24,N,0
8,N,267,178,37,N,0
8,N,239,122,38,N,0
8,N,267,100,11,N,0
8,N,267,122,17,N,0
8,Y,278,150,36,N,0
8,N,239,117,46,N,0
8,N,233,111,35,N,0
8,N,?,?,31,N,0
8,N,256,106,14,N,0
8,N,267,133,17,N,0
8,N,267,172,14,N,0
8,N,294,161,11,N,0
8,N,311,172,14,N,0
9,N,306,194,19,N,0
9,N,322,189,14,N,0
9,N,333,189,20,N,0
9,N,344,178,16,N,0
9,Y,300,172,14,N,0
9,N,333,178,12,N,0
9,N,328,194,18,N,0
9,Y,328,194,32,N,0
9,N,256,172,23,N,0
9,N,283,128,17,N,0
9,Y,200,139,26,N,0
9,N,200,89,43,N,0
9,N,217,67,17,N,0
9,N,261,72,26,N,0
9,N,283,128,21,N,0
9,N,283,106,20,N,0
9,N,294,122,24,N,0
9,Y,278,178,30,N,0
9,Y,222,89,38,N,0
9,N,228,78,18,N,0
9,N,239,72,17,N,0
9,N,267,78,8,N,0
9,N,278,83,18,N,0
9,N,272,111,33,N,0
9,N,278,133,42,N,0
9,N,233,139,41,N,0
9,N,256,167,23,N,0
9,N,278,178,10,N,0
9,Y,228,150,29,N,0
9,N,200,111,48,N,0
10,N,183,72,53,N,0
10,N,189,83,88,N,0
10,Y,111,78,64,N,0
10,N,211,89,43,N,0
10,N,222,111,30,N,0
10,N,206,117,22,N,0
10,N,244,89,13,N,0
10,N,261,106,26,N,0
10,N,189,78,40,N,0
10,N,194,39,12,N,0
10,N,239,50,26,N,0
10,N,244,117,37,N,0
10,N,178,61,42,N,0
10,N,183,33,25,N,0
10,N,222,17,36,N,0
10,N,144,11,35,N,0
10,N,117,-16,31,N,0
10,N,156,-32,13,N,0
10,N,206,11,37,N,0
10,N,233,106,39,N,0
10,N,261,133,34,N,0
10,N,228,117,23,N,0
10,N,211,106,36,N,0
10,Y,217,111,51,N,0
10,N,172,61,38,N,0
10,N,183,44,49,N,0
10,Y,117,78,57,N,0
10,Y,150,44,51,N,0
10,N,61,22,57,N,0
10,N,117,61,17,N,0
10,Y,139,67,32,N,0
11,N,194,72,29,N,0
11,N,222,33,13,N,0
11,N,228,50,9,N,0
11,N,239,67,13,N,0
11,Y,217,133,30,N,0
11,Y,183,50,53,N,0
11,N,128,11,29,N,0
11,N,122,-27,7,N,0
11,N,133,-27,14,N,0
11,N,133,11,13,N,0
11,Y,178,11,40,N,0
11,Y,144,72,86,N,0
11,N,89,-10,70,N,0
11,N,139,-55,22,N,0
11,N,183,44,29,N,0
11,Y,122,22,22,N,0
11,Y,150,83,60,N,0
11,Y,172,100,59,N,0
11,N,100,0,54,N,0
11,N,83,-32,23,N,0
11,Y,50,-49,52,N,0
11,N,-32,-132,25,Y,0
11,N,39,-32,29,N,0
11,N,72,-55,18,N,0
11,N,128,-27,34,N,0
11,N,178,100,57,N,0
11,Y,167,39,51,N,0
11,Y,39,22,45,N,0
11,N,39,0,45,N,0
11,N,83,6,47,N,0
12,Y,78,11,33,N,0
12,Y,28,-16,34,N,0
12,N,39,-43,29,N,0
12,N,28,-10,22,N,0
12,N,56,-32,19,N,0
12,N,117,-38,17,N,0
12,N,61,-5,16,N,0
12,N,106,28,34,N,0
12,N,128,50,29,N,0
12,N,144,44,33,N,0
12,N,150,22,26,N,0
12,N,194,139,31,N,0
12,Y,172,139,41,N,0
12,Y,183,50,67,N,0
12,Y,61,39,38,N,0
12,Y,117,11,47,N,0
12,N,11,-21,44,N,0
12,N,0,-38,46,N,0
12,N,0,-77,44,N,0
12,N,100,-38,43,N,0
12,Y,128,50,51,N,0
12,N,106,17,26,N,0
12,Y,172,56,57,N,0
12,N,117,17,36,N,0
12,N,94,33,40,N,0
12,Y,128,28,43,N,0
12,Y,122,28,62,N,0
12,Y,89,6,95,N,0
12,N,78,-5,50,N,0
12,N,0,-16,30,N,0
12,N,-10,-43,45,N,0
