MONTH,PRCP,TMAX,TMIN,WIND,SNOW
2,0,-116,-238,19,N
2,10,-66,-188,10,N
2,8,-66,-143,36,N
2,0,-132,-232,21,N
2,0,-88,-271,12,N
2,0,-38,-232,17,N
2,0,11,-193,25,N
2,33,0,-121,35,N
2,13,-71,-193,22,N
2,0,-49,-116,31,N
2,53,22,-116,62,N
2,0,83,-49,45,N
2,0,67,-5,33,N
2,145,150,-10,61,N
2,0,44,0,63,N
2,25,56,-32,26,N
2,3,-16,-60,37,N
2,0,-27,-93,47,N
2,0,-43,-116,51,N
2,0,-82,-160,49,N
2,0,-66,-149,60,N
2,0,17,-155,39,N
3,0,33,-66,33,N
3,46,-66,-127,53,69
3,0,-88,-166,39,N
3,0,-16,-138,24,N
3,0,-32,-88,57,N
3,0,17,-88,44,N
3,0,111,-88,17,N
3,0,50,-49,38,N
3,0,61,-82,31,N
3,0,139,28,39,N
3,0,178,0,24,N
3,224,44,-88,73,N
3,0,22,-116,26,30
3,0,139,22,53,N
3,0,94,-5,37,N
3,0,-5,-71,77,N
3,0,28,-93,40,N
3,0,106,-55,40,N
3,15,100,11,66,N
3,0,106,-27,37,N
3,0,183,11,43,N
3,0,94,-10,47,N
3,0,17,-60,41,N
3,0,22,-82,21,N
3,0,6,-43,52,N
3,0,44,-99,28,N
3,79,111,11,52,N
3,3,106,22,51,N
3,15,39,-21,45,N
3,0,128,-66,13,N
3,0,200,-5,43,N
4,0,144,44,61,N
4,25,122,50,34,N
4,574,94,44,57,N
4,13,128,22,74,N
4,0,106,-5,26,N
4,0,128,-16,28,N
4,241,100,39,45,N
4,0,133,17,25,N
4,0,156,-10,24,N
4,0,217,83,45,N
4,10,194,50,16,N
4,0,250,44,43,N
4,8,217,161,55,N
4,20,178,-5,65,N
4,5,33,-27,43,N
4,0,106,-38,45,N
4,0,189,6,34,N
4,0,194,56,28,N
4,0,194,17,46,N
4,0,239,44,19,N
4,3,233,89,27,N
4,3,150,44,56,N
4,0,150,-5,27,N
4,3,183,89,56,N
4,76,206,106,44,N
4,0,211,67,37,N
4,0,217,67,83,N
4,81,183,83,68,N
4,5,228,89,43,N
4,0,139,61,37,N
5,0,94,61,49,N
5,0,122,72,42,N
5,0,200,78,52,N
5,0,172,94,39,N
5,0,194,72,57,N
5,0,228,67,62,N
5,0,300,117,42,N
5,0,306,189,51,N
5,71,256,133,46,N
5,0,228,94,17,N
5,465,283,122,41,N
5,20,272,167,43,N
5,15,228,111,38,N
5,173,117,78,43,N
5,25,111,56,50,N
5,170,106,33,31,N
5,8,133,33,21,N
5,0,178,17,10,N
5,0,211,44,35,N
5,0,272,156,42,N
5,15,294,189,38,N
5,0,228,122,29,N
5,0,233,83,24,N
5,0,244,61,8,N
5,0,272,111,14,N
5,0,300,133,23,N
5,0,289,189,30,N
5,0,283,172,18,N
5,0,283,183,34,N
5,0,278,161,41,N
5,0,294,144,24,N
6,5,311,150,31,N
6,79,256,206,46,N
6,0,306,156,39,N
6,191,233,139,35,N
6,0,244,106,15,N
6,0,267,106,9,N
6,53,272,117,29,N
6,292,244,144,56,N
6,0,267,122,26,N
6,185,217,172,47,N
6,3,261,172,34,N
6,0,272,167,36,N
6,0,228,117,37,N
6,0,244,83,18,N
6,0,289,111,36,N
6,0,306,206,24,N
6,0,317,228,47,N
6,76,317,189,32,N
6,46,311,189,22,N
6,0,294,194,23,N
6,10,294,172,19,N
6,0,300,172,11,N
6,107,311,189,26,N
6,76,250,200,11,N
6,8,289,178,19,N
6,0,294,167,20,N
6,0,306,189,26,N
6,0,289,206,25,N
6,0,289,222,40,N
6,5,300,211,35,N
7,160,289,178,31,N
7,3,244,156,35,N
7,3,233,133,33,N
7,0,261,94,13,N
7,0,261,117,17,N
7,25,283,161,31,N
7,8,300,222,37,N
7,135,278,183,47,N
7,0,267,156,31,N
7,0,256,133,22,N
7,0,278,122,10,N
7,84,256,200,29,N
7,142,283,189,33,N
7,165,272,156,18,N
7,0,211,111,39,N
7,0,228,100,21,N
7,0,244,100,5,N
7,0,250,128,18,N
7,0,256,122,11,N
7,0,272,144,5,N
7,0,283,144,8,N
7,0,300,161,21,N
7,23,256,139,38,N
7,0,244,122,20,N
7,0,239,106,20,N
7,61,278,183,21,N
7,15,294,172,35,N
7,0,211,100,49,N
7,191,256,100,21,N
7,0,261,139,20,N
7,0,267,133,14,N
8,109,283,133,10,N
8,0,272,144,15,N
8,0,289,133,11,N
8,0,283,156,9,N
8,0,261,178,5,N
8,0,261,161,14,N
8,0,256,150,37,N
8,0,278,172,38,N
8,0,272,172,50,N
8,56,272,194,23,N
8,140,256,200,20,N
8,8,200,156,39,N
8,0,261,128,28,N
8,0,244,117,25,N
8,0,239,67,8,N
8,147,239,133,14,N
8,5,250,178,29,N
8,0,278,178,17,N
8,76,278,161,21,N
8,0,278,156,16,N
8,25,300,206,22,N
8,117,283,211,17,N
8,185,300,194,21,N
8,0,306,206,17,N
8,28,317,211,15,N
8,36,306,183,17,N
8,5,289,183,20,N
8,0,278,172,29,N
8,10,300,194,27,N
8,0,278,217,37,N
8,76,283,194,21,N
9,0,283,200,36,N
9,58,256,183,19,N
9,0,278,156,9,N
9,0,294,178,23,N
9,262,333,200,33,N
9,30,228,111,33,N
9,0,239,89,13,N
9,0,250,111,10,N
9,66,256,128,19,N
9,246,250,172,48,N
9,0,172,111,39,N
9,3,139,89,32,N
9,13,167,56,34,N
9,0,189,44,7,N
9,104,144,78,9,N
9,0,189,83,14,N
9,0,200,56,6,N
9,0,217,67,22,N
9,0,228,89,20,N
9,437,272,106,27,N
9,0,206,111,47,N
9,0,189,56,15,N
9,0,217,56,8,N
9,0,233,78,16,N
9,0,256,100,6,N
9,0,272,100,13,N
9,0,261,111,20,N
9,0,272,106,2,N
9,0,272,89,10,N
9,0,206,89,37,N
10,0,239,61,30,N
10,328,250,167,35,N
10,427,189,67,54,N
10,0,78,33,56,N
10,3,133,28,26,N
10,20,183,50,30,N
10,10,189,61,24,N
10,0,183,56,30,N
10,99,139,67,13,N
10,0,122,72,34,N
10,0,144,39,29,N
10,64,167,28,35,N
10,201,233,150,38,N
10,132,183,122,41,N
10,8,144,117,14,N
10,0,150,106,31,N
10,0,172,100,51,N
10,28,117,50,39,N
10,0,133,6,25,N
10,0,194,83,36,N
10,0,133,44,35,N
10,0,139,6,15,N
10,0,144,11,11,N
10,5,189,56,13,N
10,0,228,83,32,N
10,0,194,11,10,N
10,0,256,100,43,N
10,84,200,72,47,N
10,0,83,28,31,N
10,0,111,-10,8,N
10,51,67,0,59,N
11,0,61,-32,37,N
11,0,100,-60,19,N
11,0,178,67,47,N
11,127,133,50,38,N
11,0,156,17,18,N
11,18,78,33,56,N
11,0,72,6,30,N
11,0,78,17,38,N
11,0,100,-21,27,N
11,0,167,61,38,N
11,10,133,6,57,N
11,0,6,-43,45,N
11,0,-27,-60,45,N
11,0,-27,-93,26,N
11,0,6,-99,8,N
11,28,6,-27,15,N
11,0,-16,-110,67,N
11,0,-82,-138,57,N
11,0,17,-105,63,N
11,0,-10,-77,50,N
11,0,0,-132,26,N
11,76,128,0,35,N
11,246,128,83,30,N
11,20,128,0,73,N
11,0,0,-38,38,N
11,0,-5,-43,26,N
11,0,-21,-71,43,N
11,0,6,-93,31,N
11,0,122,-5,43,N
11,15,167,11,57,N
12,0,17,-55,55,N
12,0,0,-55,35,N
12,0,44,-60,31,N
12,0,22,-66,21,N
12,109,44,6,29,N
12,8,56,-21,49,N
12,0,28,-43,45,N
12,46,33,-21,23,N
12,0,50,0,44,N
12,0,11,-5,33,N
12,0,11,-43,34,N
12,0,6,-71,27,N
12,0,83,6,19,N
12,0,89,56,26,N
12,5,72,50,39,N
12,69,72,-10,61,N
12,0,-10,-49,46,N
12,0,-27,-60,13,N
12,0,-16,-82,4,N
12,0,6,-27,5,N
12,0,33,-38,26,N
12,33,67,-32,41,N
12,38,106,56,25,N
12,117,61,17,39,N
12,0,50,11,46,N
12,0,106,6,32,5
12,30,89,0,41,N
12,0,-5,-71,23,N
12,0,22,-88,18,N
12,0,-38,-105,33,N
12,0,-55,-138,43,N
1,0,-10,-82,50,N
1,0,22,-71,12,5
1,229,44,6,19,10
1,3,17,-121,71,N
1,0,-116,-177,44,N
1,0,-99,-143,40,130
1,0,-116,-221,70,N
1,0,-66,-232,52,N
1,0,-60,-177,75,N
1,0,-43,-216,32,N
1,43,-5,-43,28,N
1,15,0,-82,39,5
1,0,-82,-155,44,10
1,0,-93,-210,8,N
1,0,6,-155,22,N
1,0,17,-93,16,N
1,0,78,-43,36,N
1,0,44,-38,46,N
1,0,61,-66,7,N
1,0,67,-27,22,N
1,0,33,-5,34,N
1,0,6,-38,10,N
1,0,6,-32,17,N
1,0,61,-43,28,N
1,28,17,-38,43,N
1,0,-21,-93,15,N
1,0,-16,-77,19,N
1,0,28,-99,35,N
1,0,56,0,51,N
1,0,6,-77,33,N
1,13,28,-77,25,N
2,79,6,-77,38,15
2,0,-77,-132,46,43
2,0,17,-121,31,N
2,8,17,-116,49,N
2,0,-82,-182,21,41
2,0,6,-171,24,N
2,0,89,-38,31,N
2,0,111,0,43,N
2,0,0,-49,50,N
2,0,11,-82,31,N
2,0,17,-55,49,N
2,0,-55,-116,65,N
2,0,-21,-143,35,N
2,0,-10,-155,75,N
2,0,-82,-166,44,N
2,0,-82,-143,32,N
2,0,-21,-155,37,N
2,0,-93,-177,66,N
2,0,-132,-199,50,N
2,0,-71,-210,37,N
2,13,-10,-77,13,41
2,0,-27,-116,45,15
2,0,-82,-171,27,N
2,0,-27,-193,47,N
2,0,0,-127,31,N
2,0,-60,-138,39,38
2,0,-88,-205,21,8
2,10,-38,-182,28,N
3,46,-32,-93,18,117
3,0,-5,-138,14,N
3,8,39,-43,42,N
3,0,6,-88,52,N
3,0,-77,-171,32,N
3,0,-21,-210,27,N
3,0,61,-49,43,N
3,0,72,-60,14,N
3,0,100,-32,15,N
3,0,89,22,12,N
3,0,150,-10,23,N
3,0,133,-43,47,N
3,8,83,22,17,N
3,0,144,33,33,N
3,0,167,-38,31,N
3,0,222,94,44,N
3,0,144,-38,62,N
3,0,78,-43,10,N
3,3,89,17,43,N
3,0,83,22,24,N
3,0,139,22,42,N
3,0,83,-10,49,N
3,3,22,-21,67,N
3,0,72,-55,59,N
3,61,100,50,43,N
3,66,78,-5,43,N
3,0,6,-66,46,N
3,0,33,-93,17,N
3,5,89,-38,47,N
3,0,167,0,38,N
3,0,144,50,50,N
4,0,206,22,28,N
4,13,200,72,36,N
4,0,139,22,40,N
4,0,139,-43,36,N
4,0,178,28,35,N
4,0,161,44,32,N
4,0,178,78,32,N
4,79,228,78,33,N
4,132,244,144,54,N
4,0,206,50,82,N
4,0,156,-5,13,N
4,0,194,50,30,N
4,13,194,94,36,N
4,0,178,78,38,N
4,0,200,67,71,N
4,28,161,83,24,N
4,0,239,78,8,N
4,0,250,83,13,N
4,135,156,106,52,N
4,0,139,56,63,N
4,0,150,33,64,N
4,8,100,0,56,N
4,0,122,-10,38,N
4,0,161,-27,21,N
4,178,111,61,64,N
4,0,139,28,47,N
4,0,133,6,50,N
4,0,161,0,14,N
4,0,189,22,33,N
4,0,128,33,41,N
5,0,217,-5,18,N
5,0,233,67,16,N
5,0,256,100,27,N
5,91,217,139,22,N
5,0,283,150,27,N
5,0,283,122,16,N
5,0,294,133,30,N
5,0,289,156,29,N
5,147,250,178,27,N
5,142,261,167,25,N
5,94,217,128,34,N
5,0,144,56,47,N
5,0,172,28,27,N
5,58,206,78,36,N
5,191,278,133,28,N
5,18,244,167,25,N
5,0,256,178,41,N
5,0,278,128,41,N
5,0,156,61,42,N
5,10,106,44,36,N
5,3,183,67,30,N
5,0,239,67,26,N
5,0,261,94,24,N
5,0,278,122,37,N
5,0,267,200,55,N
5,38,256,178,38,N
5,5,256,156,42,N
5,0,278,106,22,N
5,0,294,172,31,N
5,246,256,122,22,N
5,5,150,117,50,N
6,0,178,106,41,N
6,0,211,78,26,N
6,0,233,78,13,N
6,0,267,100,13,N
6,0,278,128,34,N
6,0,239,122,26,N
6,460,306,150,35,N
6,38,272,161,43,N
6,0,283,133,18,N
6,0,317,189,36,N
6,0,317,206,25,N
6,165,311,206,32,N
6,25,306,194,19,N
6,5,283,222,32,N
6,74,300,211,35,N
6,18,267,189,31,N
6,213,250,161,22,N
6,89,289,200,26,N
6,18,217,189,36,N
6,0,250,194,34,N
6,244,283,178,28,N
6,0,289,189,36,N
6,0,267,167,33,N
6,0,250,150,9,N
6,168,261,189,26,N
6,246,222,167,37,N
6,58,228,128,51,N
6,8,256,106,20,N
6,53,239,167,16,N
6,64,267,156,30,N
7,0,239,133,23,N
7,0,250,139,41,N
7,0,244,161,31,N
7,0,261,128,8,N
7,0,278,144,7,N
7,0,289,172,25,N
7,64,244,117,38,N
7,142,189,106,13,N
7,8,228,178,34,N
7,0,244,156,10,N
7,257,256,133,15,N
7,10,283,194,27,N
7,351,289,189,31,N
7,0,289,178,39,N
7,0,261,156,25,N
7,0,267,161,26,N
7,523,306,189,33,N
7,0,322,194,25,N
7,122,289,217,24,N
7,13,283,194,15,N
7,0,267,156,29,N
7,0,267,133,9,N
7,0,278,161,13,N
7,0,289,161,10,N
7,3,294,178,17,N
7,203,289,194,13,N
7,0,289,194,24,N
7,0,322,206,13,N
7,0,300,178,20,N
7,0,294,150,26,N
7,0,300,161,29,N
8,0,283,139,20,N
8,0,317,167,32,N
8,15,289,156,27,N
8,0,267,128,18,N
8,0,278,144,22,N
8,18,250,150,44,N
8,0,272,128,16,N
8,0,283,150,11,N
8,20,250,200,11,N
8,8,289,183,27,N
8,0,289,156,28,N
8,0,278,128,22,N
8,0,289,128,10,N
8,0,300,167,18,N
8,89,294,161,17,N
8,0,311,189,12,N
8,5,306,183,16,N
8,20,278,189,24,N
8,0,267,178,37,N
8,0,239,122,38,N
8,0,267,100,11,N
8,0,267,122,17,N
8,13,278,150,36,N
8,0,239,117,46,N
8,0,233,111,35,N
8,0,?,?,31,N
8,0,256,106,14,N
8,0,267,133,17,N
8,0,267,172,14,N
8,0,294,161,11,N
8,0,311,172,14,N
9,0,306,194,19,N
9,0,322,189,14,N
9,0,333,189,20,N
9,0,344,178,16,N
9,8,300,172,14,N
9,0,333,178,12,N
9,0,328,194,18,N
9,58,328,194,32,N
9,0,256,172,23,N
9,0,283,128,17,N
9,46,200,139,26,N
9,0,200,89,43,N
9,0,217,67,17,N
9,0,261,72,26,N
9,0,283,128,21,N
9,0,283,106,20,N
9,0,294,122,24,N
9,300,278,178,30,N
9,312,222,89,38,N
9,0,228,78,18,N
9,0,239,72,17,N
9,0,267,78,8,N
9,0,278,83,18,N
9,0,272,111,33,N
9,0,278,133,42,N
9,0,233,139,41,N
9,0,256,167,23,N
9,0,278,178,10,N
9,5,228,150,29,N
9,0,200,111,48,N
10,0,183,72,53,N
10,0,189,83,88,N
10,20,111,78,64,N
10,0,211,89,43,N
10,0,222,111,30,N
10,0,206,117,22,N
10,0,244,89,13,N
10,0,261,106,26,N
10,0,189,78,40,N
10,0,194,39,12,N
10,0,239,50,26,N
10,0,244,117,37,N
10,0,178,61,42,N
10,0,183,33,25,N
10,0,222,17,36,N
10,0,144,11,35,N
10,0,117,-16,31,N
10,0,156,-32,13,N
10,0,206,11,37,N
10,0,233,106,39,N
10,0,261,133,34,N
10,0,228,117,23,N
10,0,211,106,36,N
10,28,217,111,51,N
10,0,172,61,38,N
10,0,183,44,49,N
10,234,117,78,57,N
10,137,150,44,51,N
10,0,61,22,57,N
10,0,117,61,17,N
10,30,139,67,32,N
11,0,194,72,29,N
11,0,222,33,13,N
11,0,228,50,9,N
11,0,239,67,13,N
11,10,217,133,30,N
11,8,183,50,53,N
11,0,128,11,29,N
11,0,122,-27,7,N
11,0,133,-27,14,N
11,0,133,11,13,N
11,18,178,11,40,
11,46,144,72,86,N
11,0,89,-10,70,N
11,0,139,-55,22,N
11,0,183,44,29,N
11,28,122,22,22,N
11,99,150,83,60,N
11,56,172,100,59,N
11,0,100,0,54,N
11,0,83,-32,23,N
11,137,50,-49,52,N
11,0,-32,-132,25,38
11,0,39,-32,29,N
11,0,72,-55,18,N
11,0,128,-27,34,N
11,0,178,100,57,N
11,274,167,39,51,N
11,25,39,22,45,N
11,0,39,0,45,N
11,0,83,6,47,N
12,18,78,11,33,N
12,3,28,-16,34,N
12,0,39,-43,29,N
12,0,28,-10,22,N
12,0,56,-32,19,N
12,0,117,-38,17,N
12,0,61,-5,16,N
12,0,106,28,34,N
12,0,128,50,29,N
12,0,144,44,33,N
12,0,150,22,26,N
12,0,194,139,31,N
12,43,172,139,41,N
12,53,183,50,67,N
12,5,61,39,38,N
12,23,117,11,47,N
12,0,11,-21,44,N
12,0,0,-38,46,N
12,0,0,-77,44,N
12,0,100,-38,43,N
12,206,128,50,51,N
12,0,106,17,26,N
12,229,172,56,57,N
12,0,117,17,36,N
12,0,94,33,40,N
12,424,128,28,43,N
12,155,122,28,62,N
12,559,89,6,95,N
12,0,78,-5,50,N
12,0,0,-16,30,N
12,0,-10,-43,45,N
